Class	namco	Type	Descriptor	BaseId	Spawned	Beta	Code	ClientOnly	NoMap	SizeX	SizeY	Height	OverlayHeight	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MeleeRng	MinGrp	MaxGrp	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SpawnComponents	BaseW	AIParam1	Comment	AIParam2	Comment	AIParam3	Comment	AIParam4	Comment	AIParam5	Comment	ModeDH	ModeN	ModeW	ModeGH	ModeA1	ModeA2	ModeB	ModeC	ModeS1	ModeS2	ModeS3	ModeS4	ModeDD	ModeKB	ModeSQ	ModeRN	ElMode	ElType	ElOver	ElPct	ElMinD	ElMaxD	ElDur	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	A1Move	A2Move	S1Move	S2Move	S3Move	S4Move	Cmove	Align	IsMelee	IsSel	IsSel2	NeverSel	CorpseSel	IsAtt	IsNPC	IsCritter	InTown	Bleed	Shadow	Light	NoUniqueShift	CompositeDeath	Skill1	Skill1Seq	Skill1Lvl	Skill2	Skill2Seq	Skill2Lvl	Skill3	Skill3Seq	Skill3Lvl	Skill4	Skill4Seq	Skill4Lvl	Skill5	Skill5Seq	Skill5Lvl	LightR	LightG	LightB	DamageResist	MagicResist	FireResist	LightResist	ColdResist	PoisonResist	DamageResist(N)	MagicResist(N)	FireResist(N)	LightResist(N)	ColdResist(N)	PoisonResist(N)	DamageResist(H)	MagicResist(H)	FireResist(H)	LightResist(H)	ColdResist(H)	PoisonResist(H)	DamageRegen	eLUndead	eHUndead	eDemon	eMagicUsing	eLarge	eSmall	eFlying	eOpenDoors	eSpawnCol	eBoss	PixHeight	Interact	MinHP	MaxHP	AC	Exp	ToBlock	A1MinD	A1MaxD	A1ToHit	A2MinD	A2MaxD	A2ToHit	S1MinD	S1MaxD	S1ToHit	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1ToHit(N)	A2MinD(N)	A2MaxD(N)	A2ToHit(N)	S1MinD(N)	S1MaxD(N)	S1ToHit(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1ToHit(H)	A2MinD(H)	A2MaxD(H)	A2ToHit(H)	S1MinD(H)	S1MaxD(H)	S1ToHit(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	SpawnPctBonus	Soft	Heart	BodyPart	Killable	Switch	Restore	NeverCount	HitClass	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	DeadCollision	UnflatDead	BloodLocal	DeathDamage	PetIgnore	NoGfxHitTest	HitTestTop	HitTestLeft	HitTestWidth	HitTestHeight
Undead Fetish	Fetish-skeleton	Fetish		72	1	0	FK	0	0	2	2	1	1	7	7	0	21	46	71	0	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1hs	0		60		20		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	50	0	0	0	0	0	60	0	0	0	0	0	75	2	1	0	0	0	0	1	0	1	0	0	48	0	28	47	106	260	21	9	14	40	0	0	0	0	0	0	119	196	250	1533	29	44	150	0	0	0	0	0	0	303	500	416	6896	52	79	329	0	0	0	0	0	0	1	76	92	0	1	76	93	77	1	76	93	77	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Undead Flayer	Flayer-skeleton	Fetish		72	1	0	FK	0	0	2	2	1	1	8	8	0	22	47	72	0	1	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1hs	0		65		20		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	50	0	0	0	0	0	60	0	0	0	0	0	75	2	1	0	0	0	0	1	0	1	0	0	48	0	30	49	111	286	22	10	15	42	0	0	0	0	0	0	122	200	256	1640	29	44	153	0	0	0	0	0	0	308	507	422	7309	53	80	334	0	0	0	0	0	0	1	76	92	0	1	76	93	78	1	76	93	78	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Undead SoulKiller	SoulKiller-skeleton	Fetish		72	1	0	FK	0	0	2	2	1	1	9	9	0	23	48	73	0	2	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1hs	0		70		20		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	50	0	0	0	0	0	60	0	0	0	0	0	75	2	1	0	0	0	0	1	0	1	0	0	48	0	31	51	116	315	23	10	16	43	0	0	0	0	0	0	124	204	261	1755	30	46	156	0	0	0	0	0	0	312	514	428	7748	53	81	339	0	0	0	0	0	0	1	77	92	0	1	77	93	78	1	77	93	78	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Undead StygianDoll	StygianDoll-skeleton	Fetish		72	1	0	FK	0	0	2	2	1	1	10	10	0	24	49	74	0	2	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1hs	0		80		20		0		0		1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	50	0	0	0	0	0	60	0	0	0	0	0	75	2	0	0	0	0	0	1	0	1	0	0	48	0	32	53	121	346	24	11	16	45	0	0	0	0	0	0	127	209	267	1878	30	46	160	0	0	0	0	0	0	316	521	434	8213	54	82	343	0	0	0	0	0	0	1	77	92	0	1	77	93	79	1	77	93	79	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
unused	DarkGuard	DarkGuard		73	0	0	xx	0	0	2	2	3	2	4	4	0	13	38	63	0	1	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	hth	0		0		0		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	1	0	0	0	107	1	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	112	0	37	48	65	163	14	7	14	25	0	0	0	0	0	0	197	261	207	1200	27	53	124	0	0	0	0	0	0	539	713	369	5820	52	102	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unused	DarkKnight	DarkGuard		73	0	0	xx	0	0	2	2	3	2	4	4	0	15	40	65	0	1	3	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	hth	0		0		0		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	1	0	0	0	107	1	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	112	0	42	55	75	197	16	8	16	29	0	0	0	0	0	0	207	275	218	1374	28	55	130	0	0	0	0	0	0	556	736	381	6539	54	106	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unused	BloodGuard	DarkGuard		73	0	0	xx	0	0	2	2	3	2	5	5	0	17	42	67	0	2	3	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	hth	0		0		0		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	1	0	0	0	107	1	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	112	0	47	62	85	239	17	9	17	32	0	0	0	0	0	0	218	288	229	1573	30	58	137	0	0	0	0	0	0	573	758	393	7348	55	109	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unused	BloodKnight	DarkGuard		73	0	0	xx	0	0	2	2	3	2	5	5	0	29	54	79	0	2	4	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	hth	0		0		0		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	1	0	0	0	107	1	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	112	0	77	102	146	750	29	14	28	55	0	0	0	0	0	0	279	369	294	3543	38	74	176	0	0	0	0	0	0	675	893	463	14785	65	128	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unused	DarkPaladin	DarkGuard		73	0	0	xx	0	0	2	2	3	2	5	5	0	30	55	80	0	3	4	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	hth	0		0		0		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	1	0	0	0	107	1	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	112	0	80	106	151	825	29	15	29	56	0	0	0	0	0	0	284	376	299	3791	39	76	179	0	0	0	0	0	0	683	905	469	15672	66	129	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unused	BloodMage	BloodMage		74	0	0	xx	0	0	2	2	3	2	3	3	0	14	39	64	0	1	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	hth	0		0		0		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	1	0	0	0	107	1	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	112	0	39	52	70	179	15	7	15	27	0	0	0	0	0	0	202	268	212	1284	28	54	127	0	0	0	0	0	0	547	725	375	6169	53	104	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unused	Demonist	BloodMage		74	0	0	xx	0	0	2	2	3	2	3	3	0	29	54	79	0	1	3	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	hth	0		0		0		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	1	0	0	0	107	1	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	112	0	77	102	146	750	29	14	28	55	0	0	0	0	0	0	279	369	294	3543	38	74	176	0	0	0	0	0	0	675	893	463	14785	65	128	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unused	BlackMagus	BloodMage		74	0	0	xx	0	0	2	2	3	2	4	4	0	28	53	78	0	2	3	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	hth	0		0		0		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	1	0	0	0	107	1	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	112	0	75	99	141	681	28	14	27	53	0	0	0	0	0	0	274	362	289	3311	37	73	173	0	0	0	0	0	0	666	882	457	13948	64	126	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unused	Diabolist	BloodMage		74	0	0	xx	0	0	2	2	3	2	4	4	0	30	55	80	0	2	4	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	hth	0		0		0		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	1	0	0	0	107	1	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	112	0	80	106	151	825	29	15	29	56	0	0	0	0	0	0	284	376	299	3791	39	76	179	0	0	0	0	0	0	683	905	469	15672	66	129	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unused	DeathMage	BloodMage		74	0	0	xx	0	0	2	2	3	2	4	4	0	17	42	67	0	3	4	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	hth	0		0		0		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	1	0	0	0	107	1	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	112	0	47	62	85	239	17	9	17	32	0	0	0	0	0	0	218	288	229	1573	30	58	137	0	0	0	0	0	0	573	758	393	7348	55	109	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maggot	Maggot			75	0	0	MA	1	1	0	0	0	0	1	1	0	99	124	149	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	4	4	497	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MummyGenerator	MummyGenerator			76	0	0	MG	0	0	1	1	3	3	0	0	0	15	40	65	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	0		0		0		0		0		1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	1	167	31	1	0	0	0	0	0	0	0	0	0	0	0	0	201	255	95	0	0	0	0	50	50	0	0	0	0	50	50	0	0	0	0	50	50	2	0	0	0	0	1	0	0	0	0	0	128	0	306	306	50	608	1	0	0	0	0	0	0	0	0	0	1525	1525	143	4232	0	0	0	0	0	0	0	0	0	4088	4088	250	20139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Radament	Radament	Quest		77	1	0	RD	0	0	2	2	3	3	2	2	0	16	41	66	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	80		40		40		70		0		1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	0	4	5	0	25	20	30	1000	65535	66	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	181	5	1	182	5	1	157	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	40	50	0	0	0	0	60	60	0	0	0	0	60	80	0	0	1	0	1	0	0	0	1	0	0	112	0	169	169	60	446	17	8	17	31	8	17	41	0	0	0	813	813	167	3023	29	57	134	29	57	181	0	0	0	2158	2158	289	14252	55	107	306	55	107	414	0	0	0	1	15	41	34	1	15	41	34	1	15	41	34	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unused	FireBeast	FireBeast		78	1	0	FM	0	0	2	2	3	2	4	4	0	3	28	53	0	3	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	20	approach	50	attack	20	pause	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	100	5	10	600	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	255	138	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	112	0	11	15	15	178	76	1	5	149	0	0	0	0	0	0	146	194	152	2046	9	40	2104	0	0	0	0	0	0	454	601	311	10900	19	86	5653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0
unused	IceGlobe	FireBeast		79	1	0	IM	0	0	2	2	3	2	4	4	0	5	30	55	0	3	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	25		60		18		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	100	10	15	800	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	60	255	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	112	0	16	21	25	183	77	1	6	151	0	0	0	0	0	0	156	207	163	1725	9	42	1458	0	0	0	0	0	0	471	623	322	9016	19	90	3795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0
unused	LightningBeast	FireBeast		80	1	0	xx	0	0	2	2	3	2	4	4	0	7	32	57	0	3	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	30		70		16		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	100	15	20	1000	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	1	3	0	0	107	1	1	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	112	0	21	28	35	193	76	2	8	150	0	0	0	0	0	0	167	221	174	1621	10	45	1130	0	0	0	0	0	0	488	646	334	8315	20	93	2860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unused	PoisonOrb	FireBeast		81	1	0	PM	0	0	2	2	3	2	4	4	0	9	34	59	0	3	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	hth	35		80		14		0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	100	20	30	1200	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	1	3	0	0	107	1	1	0	0	0	0	0	0	0	0	0	0	0	0	102	255	0	0	0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	112	0	26	35	45	208	77	2	10	151	0	0	0	0	0	0	177	234	185	1634	10	47	954	0	0	0	0	0	0	505	668	346	8227	21	96	2353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FlyingScimitar	FlyingScimitar			82	1	1	ST	0	0	1	1	3	1	4	4	0	12	37	62	2	3	6	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	hth	90	approach	90	attack	8	pause	40	encircle	0		1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	3	0	1	107	1	1	0	0	0	0	0	0	0	0	0	0	0	0	100	190	255	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	112	0	25	34	60	116	13	3	9	23	3	9	23	0	0	0	138	192	201	880	11	34	121	11	34	121	0	0	0	382	530	363	4308	22	67	288	22	67	288	0	0	0	82	72	90	0	89	72	93	76	89	72	93	76	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zakarumite	Zakarumite	Zealot		83	1	0	ZZ	0	0	2	2	3	2	6	8	0	20	45	70	1	1	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	hth	65		50		35		50		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	96	0	54	72	101	297	20	8	14	38	8	14	38	0	0	0	233	308	245	1802	24	43	147	24	43	147	0	0	0	598	792	410	8183	45	78	325	45	78	325	0	0	0	1	76	92	0	1	76	93	78	1	76	93	78	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Faithful	Faithful	Zealot		83	1	0	ZZ	0	0	2	2	3	2	6	9	0	22	47	72	1	1	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	hth	76		60		40		60		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	96	0	60	79	111	360	22	9	15	42	9	15	42	0	0	0	243	322	256	2063	25	44	153	25	44	153	0	0	0	615	815	422	9195	46	80	334	46	80	334	0	0	0	1	77	92	0	1	77	93	78	1	77	93	78	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zealot	Zealot	Zealot		83	1	0	ZZ	0	0	2	2	3	2	6	11	0	24	49	74	1	2	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	hth	85		65		50		70		0		1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	255	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	96	0	65	86	121	435	24	9	16	45	9	16	45	0	0	0	253	335	267	2362	27	46	160	27	46	160	0	0	0	632	837	434	10331	47	82	343	47	82	343	0	0	0	1	77	92	0	1	77	93	79	1	77	93	79	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Sexton	Sexton	Cantor	heals Zealots and Cantors	84	1	0	ZP	0	0	2	2	3	2	6	6	0	22	47	72	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	hth	25	att pct	5	blizzard pct	50	light pct	0		0		1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	0	4	2	1	45	4	8	0	65535	65535	65535	65535	65535	65535	65535	65535	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	1	3	0	0	179	0	1	183	0	1	184	0	1	205	0	1	0	0	0	105	190	255	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	75	0	2	0	0	0	1	0	0	0	1	0	0	96	0	60	79	111	381	22	10	22	42	0	0	0	0	0	0	243	322	256	2187	29	65	153	0	0	0	0	0	0	615	815	422	9746	53	117	334	0	0	0	0	0	0	1	76	86	92	1	76	89	93	1	76	89	93	0	1	xxx	xxx	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
